tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics
P3_GENERAL_REVIEW,彼得堡.md,WL-WORK-1696,彼得堡,,安德烈·别雷,Andrei Bely,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,徐霞客游记.md,WL-WORK-1458,徐霞客游记,,徐霞客,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,微妙的平衡.md,WL-WORK-1102,微妙的平衡,,罗欣顿·米斯特里,Rohinton Mistry,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,心是孤独的猎手.md,WL-WORK-0693,心是孤独的猎手,,卡森·麦卡勒斯,Carson McCullers,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,忍耐石.md,WL-WORK-2070,忍耐石,,阿提克·拉希米,Atiq Rahimi,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,忠臣藏.md,WL-WORK-2522,忠臣藏,,竹田出云 / 三好松洛 / 并木千柳,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,快乐的归来.md,WL-WORK-1106,快乐的归来,,C.S.福雷斯特,C.S. Forester,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,怎么办？.md,WL-WORK-1107,怎么办？,,车尔尼雪夫斯基,Chernyshevsky,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,怒海争锋.md,WL-WORK-1108,怒海争锋,,帕特里克·奥布莱恩,Patrick O'Brian,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,怪谈.md,WL-WORK-0694,怪谈,,小泉八云,,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,恋爱中的奥兰多.md,WL-WORK-2524,恋爱中的奥兰多,,马泰奥·马里亚·博亚尔多,Matteo Maria Boiardo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,恰似水之于巧克力.md,WL-WORK-1111,恰似水之于巧克力,,劳拉·埃斯基维尔,Laura Esquivel,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G43-FAMILY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,悟空传.md,WL-WORK-0695,悟空传,,今何在,,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,惊魂记.md,WL-WORK-0696,惊魂记,,罗伯特·布洛赫,Robert Bloch,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,我们失去的光.md,WL-WORK-1708,我们失去的光,,待考,阿根廷当代怪奇,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,我们的美洲.md,WL-WORK-1709,我们的美洲,,何塞·马蒂,Martí,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,我想结束这一切.md,WL-WORK-0700,我想结束这一切,,伊恩·里德,Iain Reid,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,我独自升级.md,WL-WORK-0701,我独自升级,,秋工,Web Novel,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,我，女巫蒂图芭.md,WL-WORK-1117,我，女巫蒂图芭,,玛丽斯·孔戴,Maryse Condé,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,我，里戈韦塔·门楚.md,WL-WORK-1713,我，里戈韦塔·门楚,,里戈韦塔·门楚,Rigoberta Menchú,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,我，陪审员.md,WL-WORK-0091,我，陪审员,,米基·斯皮兰,Mickey Spillane,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,战争.md,WL-WORK-1714,战争,,北川冬彦,,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,战争哀歌.md,WL-WORK-2074,战争哀歌,,保宁,,,,batch5_source_refs,WL-TOPIC-Q6-WAR;WL-TOPIC-Q10-MEMORY
P3_GENERAL_REVIEW,战国无赖.md,WL-WORK-2527,战国无赖,,孙晓,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,战斗妖精雪风.md,WL-WORK-0446,战斗妖精雪风,,神林长平,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,戴珍珠耳环的少女.md,WL-WORK-1120,戴珍珠耳环的少女,,特雷西·舍瓦利埃,Tracy Chevalier,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,戴眼镜持枪的女人.md,WL-WORK-0232,戴眼镜持枪的女人,,塞巴斯蒂安·雅普里索,Sébastien Japrisot,,,,WL-TOPIC-G45-MYSTERY
P1_CANON_AWARD,所有我们看不见的光.md,WL-WORK-1121,所有我们看不见的光,,安东尼·多尔,Anthony Doerr,,WL-AWARD-PULITZER-FICTION,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,手斧男孩.md,WL-WORK-0703,手斧男孩,,加里·保尔森,Gary Paulsen,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,托马斯·考文南特：不信者之灾.md,WL-WORK-0704,托马斯·考文南特：不信者之灾,,斯蒂芬·R.唐纳森,Stephen R. Donaldson,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,拆解.md,WL-WORK-1124,拆解,,尼尔·舒斯特曼,Neal Shusterman,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,拉·加利戈.md,WL-WORK-1464,拉·加利戈,,布吉人,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
S_SPECIAL_TEXT,拉撒路illo.md,WL-WORK-1125,拉撒路illo,,佚名,,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
S_SPECIAL_TEXT,拉比纳尔武士.md,WL-WORK-1717,拉比纳尔武士,,佚名,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,拉莫娜.md,WL-WORK-2528,拉莫娜,Ramona,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,拥抱之书.md,WL-WORK-1719,拥抱之书,,爱德华多·加莱亚诺,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,指匠谜案.md,WL-WORK-1127,指匠谜案,,伊恩·皮尔斯,Iain Pears,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P2_EXTERNAL_MATCH_FRIENDLY,指匠迷案.md,WL-WORK-0136,指匠迷案,An Instance of the Fingerpost,伊恩·皮尔斯,Iain Pears,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,提堂.md,WL-WORK-1129,提堂,,近代欧洲,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,搜神记.md,WL-WORK-0708,搜神记,,干宝,,,,batch1_source_refs;batch3_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR;WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,撕裂我的生命.md,WL-WORK-1720,撕裂我的生命,,安赫莱斯·马斯特雷塔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,斯巴达克斯.md,WL-WORK-1132,斯巴达克斯,,霍华德·法斯特,Howard Fast,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,新世界的孩子们.md,WL-WORK-2076,新世界的孩子们,,阿西亚·杰巴尔,Assia Djebar,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,新月王座.md,WL-WORK-0713,新月王座,,萨拉丁·艾哈迈德,Saladin Ahmed,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,新编年史与良政.md,WL-WORK-1722,新编年史与良政,,瓜曼·波马,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,新荒野.md,WL-WORK-1134,新荒野,,黛安娜·库克,Diane Cook,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
S_SPECIAL_TEXT,施公案.md,WL-WORK-2536,施公案,,佚名,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,旋转楼梯.md,WL-WORK-0020,旋转楼梯,,玛丽·罗伯茨·莱因哈特,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,无人点灯.md,WL-WORK-1726,无人点灯,,费利斯贝托·埃尔南德斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,无名小说.md,WL-WORK-2078,无名小说,,杨秋香,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,无境之兽.md,WL-WORK-2080,无境之兽,,乌佐丁马·伊韦阿拉,Uzodinma Iweala,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,无巢鸟.md,WL-WORK-1727,无巢鸟,,克洛林达·马托,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,无罪推定.md,WL-WORK-0118,无罪推定,,斯科特·图罗,Scott Turow,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,无言者的话.md,WL-WORK-1728,无言者的话,,胡利奥·拉蒙·里贝罗,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,日子.md,WL-WORK-1729,日子,,塔哈·侯赛因,Taha Hussein,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,日本书纪.md,WL-WORK-1468,日本书纪,,舍人亲王等,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,日本沉没.md,WL-WORK-0442,日本沉没,,小松左京,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,时光之轮：世界之眼.md,WL-WORK-0717,时光之轮：世界之眼,,罗伯特·乔丹,Robert Jordan,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,时间旅行者的妻子.md,WL-WORK-2081,时间旅行者的妻子,,奥德丽·尼芬格,Audrey Niffenegger,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,时间箭.md,WL-WORK-1137,时间箭,,马丁·艾米斯,Martin Amis,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,昆仑奴.md,WL-WORK-2538,昆仑奴,,裴铏,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,星期五的黑人.md,WL-WORK-1138,星期五的黑人,,纳纳·夸梅·阿杰伊-布伦亚,Nana Kwame Adjei-Brenyah,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,星触女王.md,WL-WORK-0720,星触女王,,罗莎妮·乔克希,Roshani Chokshi,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,晚夏.md,WL-WORK-1140,晚夏,,阿达尔贝特·施蒂弗特,Adalbert Stifter,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,暗适应之眼.md,WL-WORK-0128,暗适应之眼,,芭芭拉·瓦恩,Barbara Vine,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,暴风雨前.md,WL-WORK-1142,暴风雨前,,特奥多尔·冯塔纳,Theodor Fontane,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,暴风雨前夜.md,WL-WORK-0722,暴风雨前夜,,吉姆·布彻,Jim Butcher,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,曼侬·莱斯科.md,WL-WORK-1143,曼侬·莱斯科,,普雷沃神父,Prévost,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,曼哈顿中转站.md,WL-WORK-1735,曼哈顿中转站,,约翰·多斯·帕索斯,John Dos Passos,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,曼德维尔游记.md,WL-WORK-1469,曼德维尔游记,,约翰·曼德维尔,John Mandeville,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,曾我物语.md,WL-WORK-2541,曾我物语,Soga Monogatari,第二次,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI;WL-TOPIC-Q15-OUTLAW
P2_EXTERNAL_MATCH_FRIENDLY,曾达的囚徒.md,WL-WORK-2542,曾达的囚徒,The Prisoner of Zenda,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,最后的雾.md,WL-WORK-1736,最后的雾,,玛丽亚·路易莎·邦巴尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,月之花园.md,WL-WORK-0726,月之花园,,史蒂文·埃里克森,Steven Erikson,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,朗读者.md,WL-WORK-1149,朗读者,,本哈德·施林克,Bernhard Schlink,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,朝圣.md,WL-WORK-1739,朝圣,,多萝西·理查森,,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,朝圣日记.md,WL-WORK-1470,朝圣日记,,埃格里亚,Egeria,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,未央歌.md,WL-WORK-1150,未央歌,,鹿桥,,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,未来人种.md,WL-WORK-1151,未来人种,,爱德华·布尔沃-利顿,Edward Bulwer-Lytton,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,未来的回忆.md,WL-WORK-1740,未来的回忆,,埃莱娜·加罗,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,朱尔根.md,WL-WORK-0729,朱尔根,,詹姆斯·布兰奇·卡贝尔,James Branch Cabell,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,杀戮之病.md,WL-WORK-0187,杀戮之病,,我孙子武丸,,,,,WL-TOPIC-G45-MYSTERY
P1_CANON_AWARD,杀戮天使.md,WL-WORK-1153,杀戮天使,,迈克尔·沙拉,Michael Shaara,,WL-AWARD-PULITZER-FICTION,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,权力.md,WL-WORK-1155,权力,,娜奥米·奥尔德曼,Naomi Alderman,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P1_CANON_AWARD,李自成.md,WL-WORK-1156,李自成,,姚雪垠,,,WL-AWARD-MAODUN,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,村上海贼之女.md,WL-WORK-2544,村上海贼之女,,和田龙,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE
P3_GENERAL_REVIEW,松歌.md,WL-WORK-1744,松歌,,尼古拉斯·纪廉,Nicolás Guillén,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,柳林风声.md,WL-WORK-0734,柳林风声,,肯尼斯·格雷厄姆,Kenneth Grahame,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,根.md,WL-WORK-1162,根,,亚历克斯·哈利,Alex Haley,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,格林童话.md,WL-WORK-0737,格林童话,,格林兄弟,Grimm Brothers,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,桃源二村.md,WL-WORK-1163,桃源二村,,B.F.斯金纳,B.F. Skinner,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,桥.md,WL-WORK-1748,桥,,哈特·克莱恩,Hart Crane,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P2_EXTERNAL_MATCH_FRIENDLY,桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,梦与现实.md,WL-WORK-1750,梦与现实,,胡安娜·曼努埃拉·戈里蒂,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,梦之共和国.md,WL-WORK-1751,梦之共和国,,内莉达·皮尼翁,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,楼门五三桐.md,WL-WORK-2552,楼门五三桐,,并木五瓶,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW
P3_GENERAL_REVIEW,樱树抽芽时，想你.md,WL-WORK-0197,樱树抽芽时，想你,,旧版常见译名,,,,,WL-TOPIC-G45-MYSTERY
P2_EXTERNAL_MATCH_FRIENDLY,欢乐之家.md,WL-WORK-1168,欢乐之家,Fun Home,艾莉森·贝克德尔,Alison Bechdel,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,歌唱的白骨.md,WL-WORK-0017,歌唱的白骨,,R.奥斯汀·弗里曼,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,歌集.md,WL-WORK-2086,歌集,,彼特拉克,Petrarch,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,武士道：日本的灵魂.md,WL-WORK-2557,武士道：日本的灵魂,Bushido: The Soul of Japan,新渡户稻造,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,武家义理物语.md,WL-WORK-2558,武家义理物语,Buke Giri Monogatari,井原西鹤,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,武田信玄.md,WL-WORK-2560,武田信玄,,新田次郎,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,武道传来记.md,WL-WORK-2561,武道传来记,Budō Denraiki,井原西鹤,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,武道初心集.md,WL-WORK-2562,武道初心集,Budō Shoshinshū,大道寺友山,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,死亡与生命，塞韦里诺.md,WL-WORK-1757,死亡与生命，塞韦里诺,,若昂·卡布拉尔·德·梅洛·内托,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,死亡之谜.md,WL-WORK-0122,死亡之谜,Déjà Dead,凯西·莱克斯,Kathy Reichs,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,死亡通知单：暗黑者.md,WL-WORK-0246,死亡通知单：暗黑者,,周浩晖,,,,,WL-TOPIC-G45-MYSTERY
S_SPECIAL_TEXT,死梦之歌.md,WL-WORK-0745,死梦之歌,,佚名,,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,母狗.md,WL-WORK-1758,母狗,,皮拉尔·金塔纳,Pilar Quintana,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,母系.md,WL-WORK-1171,母系,,苏齐·麦基·查纳斯,Suzy McKee Charnas,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,母语.md,WL-WORK-1172,母语,,苏泽特·黑登·埃尔金,Suzette Haden Elgin,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,毛猿.md,WL-WORK-1760,毛猿,,尤金·奥尼尔,Eugene O'Neill,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,水的形状.md,WL-WORK-0238,水的形状,,安德烈亚·卡米莱里,Andrea Camilleri,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,永州八记.md,WL-WORK-1480,永州八记,,柳宗元,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,永恒之王.md,WL-WORK-0749,永恒之王,,T.H.怀特,T.H. White,,,batch1_source_refs;batch6_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P2_EXTERNAL_MATCH_FRIENDLY,永恒者.md,WL-WORK-0471,永恒者,El Eternauta,埃克托尔·赫尔曼·奥斯特尔德,Héctor Germán Oesterheld,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,永远讲不完的故事.md,WL-WORK-0750,永远讲不完的故事,,米切尔·恩德,Michael Ende,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,汉书.md,WL-WORK-1177,汉书,,班固,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,江湖奇侠传.md,WL-WORK-2565,江湖奇侠传,,平江不肖生,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,沙娜拉之剑.md,WL-WORK-0755,沙娜拉之剑,,特里·布鲁克斯,Terry Brooks,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,沙漠之年.md,WL-WORK-1181,沙漠之年,,佩德罗·迈拉尔,Pedro Mairal,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,没有人会看见我哭泣.md,WL-WORK-1762,没有人会看见我哭泣,,克里斯蒂娜·里维拉·加尔萨,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,法兰西组曲.md,WL-WORK-1182,法兰西组曲,,伊雷娜·内米洛夫斯基,Irène Némirovsky,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,波希米亚之光.md,WL-WORK-1766,波希米亚之光,,巴列-因克兰,Ramón del Valle-Inclán,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,洗尸人.md,WL-WORK-2089,洗尸人,,锡南·安通,Sinan Antoon,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,洞.md,WL-WORK-0759,洞,,卞惠英,,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,洞中人.md,WL-WORK-1768,洞中人,,陶菲格·哈基姆,Tawfiq al-Hakim,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,海中公牛.md,WL-WORK-1189,海中公牛,,古希腊,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,海因里希·冯·奥夫特丁根.md,WL-WORK-1190,海因里希·冯·奥夫特丁根,,诺瓦利斯,Novalis,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,海园.md,WL-WORK-1771,海园,,希尔达·杜利特尔,H.D.,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,海的沉默.md,WL-WORK-2091,海的沉默,,韦科尔,Vercors,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,消失的另一半.md,WL-WORK-1191,消失的另一半,,布丽特·贝内特,Brit Bennett,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,淮南子.md,WL-WORK-1483,淮南子,,刘安,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,深沉的河流.md,WL-WORK-1192,深沉的河流,,何塞·玛丽亚·阿格达斯,José María Arguedas,,,batch2_source_refs;batch4_source_refs,WL-TOPIC-G43-BILDUNGSROMAN;WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,混乱的仪式.md,WL-WORK-1778,混乱的仪式,,卡洛斯·蒙西瓦伊斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,混沌行走：永不放下的猎刀.md,WL-WORK-1194,混沌行走：永不放下的猎刀,,帕特里克·内斯,Patrick Ness,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,漩涡.md,WL-WORK-0763,漩涡,,何塞·欧斯塔西奥·里韦拉,José Eustasio Rivera,,,batch1_source_refs;batch4_source_refs,WL-TOPIC-G45-ADVENTURE;WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,漫歌.md,WL-WORK-1780,漫歌,,巴勃罗·聂鲁达,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,漫游者梅尔莫斯.md,WL-WORK-0764,漫游者梅尔莫斯,,查尔斯·马图林,Charles Maturin,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,漫漫长路.md,WL-WORK-1197,漫漫长路,,塞巴斯蒂安·巴里,Sebastian Barry,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,漫长的歌.md,WL-WORK-1198,漫长的歌,,安德烈娅·利维,Andrea Levy,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P2_EXTERNAL_MATCH_FRIENDLY,火焰与花朵.md,WL-WORK-2092,火焰与花朵,The Flame and the Flower,凯瑟琳·E.伍迪维斯,Kathleen E. Woodiwiss,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,火线.md,WL-WORK-1202,火线,,亨利·巴比塞,Barbusse,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,火车上的女孩.md,WL-WORK-0131,火车上的女孩,,宝拉·霍金斯,Paula Hawkins,,,,WL-TOPIC-G45-MYSTERY
P2_EXTERNAL_MATCH_FRIENDLY,炽热的岩石.md,WL-WORK-0256,炽热的岩石,The Hot Rock,唐纳德·E.韦斯特莱克,Donald E. Westlake,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,熊与夜莺.md,WL-WORK-0766,熊与夜莺,,凯瑟琳·阿登,Katherine Arden,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
S_SPECIAL_TEXT,熙德之歌.md,WL-WORK-1204,熙德之歌,,佚名,,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,燃烧的银.md,WL-WORK-1785,燃烧的银,,里卡多·皮格利亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
