file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
七杀碑.md,WL-WORK-2439,七杀碑,,朱贞木,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
万火归一.md,WL-WORK-1552,万火归一,,胡利奥·科塔萨尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
三之书.md,WL-WORK-0561,三之书,,劳埃德·亚历山大,Lloyd Alexander,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
三十九级台阶.md,WL-WORK-0251,三十九级台阶,,约翰·巴肯,John Buchan,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
三只忧伤的老虎.md,WL-WORK-1554,三只忧伤的老虎,,吉列尔莫·卡夫雷拉·因凡特,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
下面的人们.md,WL-WORK-1558,下面的人们,,马里亚诺·阿苏埃拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
下颚骨.md,WL-WORK-1559,下颚骨,,莫妮卡·奥赫达,Mónica Ojeda,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
不再存在的女人.md,WL-WORK-0230,不再存在的女人,Celle qui n'était plus,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
不列颠诸王史.md,WL-WORK-1392,不列颠诸王史,,蒙茅斯的杰弗里,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
不要回头.md,WL-WORK-0224,不要回头,Don't Look Back,卡琳·福萨姆,Karin Fossum,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
丑人.md,WL-WORK-0967,丑人,,斯科特·韦斯特菲尔德,Scott Westerfeld,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
世界尽头的征兆.md,WL-WORK-1561,世界尽头的征兆,,墨西哥与美墨边境,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
世界尽头的自杀者.md,WL-WORK-1562,世界尽头的自杀者,,莱拉·格雷罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
世界的用法.md,WL-WORK-1393,世界的用法,The Way of the World,尼古拉·布维耶,Nicolas Bouvier,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
丛林故事.md,WL-WORK-0567,丛林故事,,奥拉西奥·基罗加,Horacio Quiroga,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
东周列国志.md,WL-WORK-0968,东周列国志,,冯梦龙,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
中国梦.md,WL-WORK-0969,中国梦,,马建,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
丹麦人的事迹.md,WL-WORK-1396,丹麦人的事迹,,萨克索·格拉玛提库斯,Saxo Grammaticus,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
为了赖子.md,WL-WORK-0186,为了赖子,,法月纶太郎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
为兰卡斯击鼓.md,WL-WORK-1566,为兰卡斯击鼓,,曼努埃尔·斯科尔萨,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
为美好的世界献上祝福！.md,WL-WORK-0568,为美好的世界献上祝福！,,晓佳奈,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
义经记.md,WL-WORK-2443,义经记,Gikeiki,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
乌洛波洛斯之虫.md,WL-WORK-0571,乌洛波洛斯之虫,,E.R.埃迪森,E.R. Eddison,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
乌贼骨.md,WL-WORK-1567,乌贼骨,,埃乌杰尼奥·蒙塔莱,Eugenio Montale,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
乌鸦之黑.md,WL-WORK-0116,乌鸦之黑,Raven Black,安·克里夫斯,Ann Cleeves,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
书库.md,WL-WORK-1397,书库,,阿波罗多洛斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
二十首情诗和一支绝望的歌.md,WL-WORK-1570,二十首情诗和一支绝望的歌,,巴勃罗·聂鲁达,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
五轮书.md,WL-WORK-2447,五轮书,Gorin no Sho,宫本武藏,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
亚瑟王之死.md,WL-WORK-0577,亚瑟王之死,,托马斯·马洛礼,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
亚瓦尔节.md,WL-WORK-1571,亚瓦尔节,,何塞·玛丽亚·阿格达斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人工呼吸.md,WL-WORK-1573,人工呼吸,,里卡多·皮格利亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人性的枷锁.md,WL-WORK-0976,人性的枷锁,,毛姆,Somerset Maugham,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人民的玫瑰.md,WL-WORK-1575,人民的玫瑰,,卡洛斯·德鲁蒙德·德·安德拉德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人类材料.md,WL-WORK-1577,人类材料,,罗德里戈·雷伊·罗萨,Rodrigo Rey Rosa,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人类的诗.md,WL-WORK-1578,人类的诗,,塞萨尔·巴列霍,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人骨拼图.md,WL-WORK-0123,人骨拼图,The Bone Collector,杰弗里·迪弗,Jeffery Deaver,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
从这里到永恒.md,WL-WORK-2009,从这里到永恒,,詹姆斯·琼斯,James Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
仓库.md,WL-WORK-0981,仓库,,罗布·哈特,Rob Hart,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
企鹅岛.md,WL-WORK-0982,企鹅岛,,法朗士,Anatole France,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊势物语.md,WL-WORK-2011,伊势物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊戈尔远征记.md,WL-WORK-2012,伊戈尔远征记,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊拉塞玛.md,WL-WORK-1583,伊拉塞玛,,若泽·德·阿伦卡尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊芙琳·哈德卡斯尔的七次死亡.md,WL-WORK-0144,伊芙琳·哈德卡斯尔的七次死亡,,斯图尔特·特顿,Stuart Turton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
伊芙琳娜.md,WL-WORK-2013,伊芙琳娜,,范妮·伯尼,Fanny Burney,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
众生之路.md,WL-WORK-0984,众生之路,,塞缪尔·巴特勒,Samuel Butler,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
优素福与祖莱哈.md,WL-WORK-2016,优素福与祖莱哈,,贾米,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伦敦河.md,WL-WORK-0584,伦敦河,,本·亚伦诺维奇,Ben Aaronovitch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伪币制造者.md,WL-WORK-1586,伪币制造者,,安德烈·纪德,André Gide,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
佛国记.md,WL-WORK-1405,佛国记,,法显,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
佛罗伦萨手抄本.md,WL-WORK-1406,佛罗伦萨手抄本,,萨阿贡,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
侏罗纪公园.md,WL-WORK-0586,侏罗纪公园,,迈克尔·克莱顿,Michael Crichton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
侠盗亚森·罗平.md,WL-WORK-0021,侠盗亚森·罗平,,莫里斯·勒布朗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
俄罗斯民间故事.md,WL-WORK-1409,俄罗斯民间故事,,阿法纳西耶夫,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
俗世的吟唱.md,WL-WORK-1588,俗世的吟唱,,鲁文·达里奥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
保元物语.md,WL-WORK-0988,保元物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
保卫延安.md,WL-WORK-2019,保卫延安,,杜鹏程,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
修道士.md,WL-WORK-0588,修道士,,马修·刘易斯,Matthew Lewis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
倪焕之.md,WL-WORK-0989,倪焕之,,叶圣陶,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
假名手本忠臣藏.md,WL-WORK-2451,假名手本忠臣藏,Kanadehon Chūshingura,四十七浪人,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
偷书贼.md,WL-WORK-0991,偷书贼,,马库斯·苏萨克,Markus Zusak,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
偷拳.md,WL-WORK-2452,偷拳,,白羽,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
儿女英雄传.md,WL-WORK-2453,儿女英雄传,,文康,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
入唐求法巡礼行记.md,WL-WORK-1411,入唐求法巡礼行记,,圆仁,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
全知读者视角.md,WL-WORK-0591,全知读者视角,,싱숑,Web Novel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
全面混乱.md,WL-WORK-0240,全面混乱,Total Chaos,让-克洛德·伊佐,Jean-Claude Izzo,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
八月的乡村.md,WL-WORK-2021,八月的乡村,,萧军,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
公主新娘.md,WL-WORK-2454,公主新娘,The Princess Bride,威廉·戈德曼,William Goldman,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
关系书.md,WL-WORK-1593,关系书,,埃尔南·科尔特斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
兵法家传书.md,WL-WORK-2456,兵法家传书,Heiho Kadensho,柳生宗矩,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
军队.md,WL-WORK-1595,军队,,埃维利奥·罗塞罗,Evelio Rosero,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
冬日女王.md,WL-WORK-0137,冬日女王,The Winter Queen,鲍里斯·阿库宁,Boris Akunin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
冰公主.md,WL-WORK-0226,冰公主,,卡米拉·拉克伯格,Camilla Läckberg,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
决战前后.md,WL-WORK-2457,决战前后,,陆小凤,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
冷山.md,WL-WORK-0999,冷山,,查尔斯·弗雷泽,Charles Frazier,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
冷静与热情之间.md,WL-WORK-2024,冷静与热情之间,,江国香织,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
凯莱布·威廉斯.md,WL-WORK-0599,凯莱布·威廉斯,,威廉·戈德温,William Godwin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
刀之歌.md,WL-WORK-1001,刀之歌,,金薰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
分歧者.md,WL-WORK-1003,分歧者,,维罗妮卡·罗斯,Veronica Roth,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
列子.md,WL-WORK-1415,列子,,列御寇,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
利姆格.md,WL-WORK-1417,利姆格,,柬埔寨,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
利文沃思案.md,WL-WORK-0005,利文沃思案,,安娜·凯瑟琳·格林,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
别的声音，别的房间.md,WL-WORK-0602,别的声音，别的房间,,杜鲁门·卡波特,Truman Capote,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
刺客之夜.md,WL-WORK-1600,刺客之夜,,戏剧线,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
剪刀男.md,WL-WORK-0196,剪刀男,,殊能将之,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
动物寓言集 ／ Bestiario.md,WL-WORK-1601,动物寓言集 / Bestiario,,胡利奥·科塔萨尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
勒鲁日案件.md,WL-WORK-0004,勒鲁日案件,,埃米尔·加博里奥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
医院.md,WL-WORK-0459,医院,,韩松,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
十三号牢房的问题.md,WL-WORK-0019,十三号牢房的问题,,雅克·福翠尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
十二金钱镖.md,WL-WORK-2464,十二金钱镖,,白羽,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
十五年.md,WL-WORK-1604,十五年,,拉谢尔·德·凯罗斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
千艘船.md,WL-WORK-0610,千艘船,,娜塔莉·海恩斯,Natalie Haynes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
半七捕物帐.md,WL-WORK-2466,半七捕物帐,,冈本绮堂,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
卐字之夜.md,WL-WORK-1011,卐字之夜,,凯瑟琳·伯德金,Katharine Burdekin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
南总里见八犬传.md,WL-WORK-2467,南总里见八犬传,,曲亭马琴,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
南方之海.md,WL-WORK-0239,南方之海,,曼努埃尔·巴斯克斯·蒙塔尔万,Manuel Vázquez Montalbán,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
卡列维波埃格.md,WL-WORK-1419,卡列维波埃格,,爱沙尼亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
卡勒瓦拉.md,WL-WORK-0613,卡勒瓦拉,,埃利亚斯·伦洛特,Elias Lönnrot,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
