file,id,title,title_original,author,author_original,current_year,topics,topic_links,source_refs,source_ref_keys,canon_id,awards,verification_status,bibliography_status,publication_year,publication_year_type,year_source_1,year_source_2,source_agreement,confidence,suggested_t,review_status,notes
The Day the Cowboys Quit.md,WL-WORK-2375,The Day the Cowboys Quit,,埃尔默·凯尔顿,Elmer Kelton,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Desert and the Sown.md,WL-WORK-1371,The Desert and the Sown,,格特鲁德·贝尔,Gertrude Bell,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Doll Who Ate His Mother.md,WL-WORK-0531,The Doll Who Ate His Mother,,拉姆齐·坎贝尔,Ramsey Campbell,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Dreaming & Other Essays.md,WL-WORK-1372,The Dreaming & Other Essays,,W.E.H.斯坦纳,W.E.H. Stanner,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Elusive Pimpernel.md,WL-WORK-2378,The Elusive Pimpernel,,奥希兹男爵夫人,Baroness Orczy,,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Fisherman.md,WL-WORK-0532,The Fisherman,,约翰·兰根,John Langan,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Flatshare.md,WL-WORK-1987,The Flatshare,,贝丝·奥利里,Beth O'Leary,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Forging of a Rebel.md,WL-WORK-1988,The Forging of a Rebel,,阿图罗·巴雷亚,Arturo Barea,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Gaucho Genre.md,WL-WORK-2379,The Gaucho Genre,,约瑟菲娜·卢德梅尔,Josefina Ludmer,,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.6 Gaucho/00 Gaucho文学|Gaucho文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Gilda Stories.md,WL-WORK-0533,The Gilda Stories,Gilda Stories,朱厄尔·戈麦斯,Jewelle Gomez,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Good Old Boys.md,WL-WORK-2380,The Good Old Boys,,埃尔默·凯尔顿,Elmer Kelton,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Great Railway Bazaar.md,WL-WORK-1373,The Great Railway Bazaar,,保罗·索鲁,Paul Theroux,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Hanging Tree.md,WL-WORK-2381,The Hanging Tree,,多萝西·M.约翰逊,Dorothy M. Johnson,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Homesteader.md,WL-WORK-2383,The Homesteader,,奥斯卡·米肖,Oscar Micheaux,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The House of the Wolf.md,WL-WORK-2384,The House of the Wolf,,斯坦利·韦曼,Stanley Weyman,,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Hummingbird's Daughter.md,WL-WORK-2385,The Hummingbird's Daughter,,路易斯·阿尔贝托·乌雷亚,Luis Alberto Urrea,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Jump-Off Creek.md,WL-WORK-2386,The Jump-Off Creek,,莫莉·格洛斯,Molly Gloss,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Kill Riff.md,WL-WORK-0537,The Kill Riff,,戴维·J.肖,David J. Schow,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Lady and the Monk.md,WL-WORK-1374,The Lady and the Monk,,皮科·艾尔,Pico Iyer,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Last Duty.md,WL-WORK-1990,The Last Duty,,伊西多尔·奥克佩沃,Isidore Okpewho,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Last Good Kiss.md,WL-WORK-2388,The Last Good Kiss,,詹姆斯·克拉姆利,James Crumley,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Last House on Needless Street.md,WL-WORK-0538,The Last House on Needless Street,,卡特里奥娜·沃德,Catriona Ward,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Led-Horse Claim.md,WL-WORK-2389,The Led-Horse Claim,,玛丽·哈洛克·富特,Mary Hallock Foote,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Life and Adventures of Nat Love.md,WL-WORK-2390,The Life and Adventures of Nat Love,,纳特·洛夫,Nat Love,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Light at the End.md,WL-WORK-0539,The Light at the End,,约翰·斯基普 / 克雷格·斯佩克特,John Skipp / Craig Spector,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Loney.md,WL-WORK-0540,The Loney,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Man Who Shot Liberty Valance.md,WL-WORK-2394,The Man Who Shot Liberty Valance,,多萝西·M.约翰逊,Dorothy M. Johnson,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Manitous.md,WL-WORK-1375,The Manitous,,巴兹尔·约翰斯顿,Basil Johnston,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The New Negro.md,WL-WORK-1543,The New Negro,,阿兰·洛克,Alain Locke 编,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Old Drift.md,WL-WORK-0950,The Old Drift,,纳姆瓦利·瑟佩尔,Namwali Serpell,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Old Patagonian Express.md,WL-WORK-1377,The Old Patagonian Express,,保罗·索鲁,Paul Theroux,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Phantom Coach.md,WL-WORK-0543,The Phantom Coach,,阿梅莉亚·B.爱德华兹,Amelia B. Edwards,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Pirate's Daughter.md,WL-WORK-2398,The Pirate's Daughter,,玛格丽特·塞泽尔-汤普森,Margaret Cezair-Thompson,,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.8 海盗/00 海盗文学|海盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Purple Land.md,WL-WORK-2399,The Purple Land,,W.H.赫德森,Hudson,,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.6 Gaucho/00 Gaucho文学|Gaucho文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Pyrates.md,WL-WORK-2400,The Pyrates,,乔治·麦克唐纳·弗雷泽,解构,,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Recess.md,WL-WORK-0951,The Recess,,索菲娅·李,Sophia Lee,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Red Tree.md,WL-WORK-0544,The Red Tree,,凯特琳·R.基尔南,Caitlín R. Kiernan,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Right Swipe.md,WL-WORK-1992,The Right Swipe,,阿丽莎·拉伊,Alisha Rai,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Saga of Billy the Kid.md,WL-WORK-2403,The Saga of Billy the Kid,,沃尔特·诺布尔·伯恩斯,Walter Noble Burns,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Scottish Chiefs.md,WL-WORK-0952,The Scottish Chiefs,,简·波特,Jane Porter,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Six-Gun Tarot.md,WL-WORK-2407,The Six-Gun Tarot,,R.S.贝尔彻,R.S. Belcher,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Sunne in Splendour.md,WL-WORK-0953,The Sunne in Splendour,,莎伦·凯·彭曼,Sharon Kay Penman,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Surrounded.md,WL-WORK-2411,The Surrounded,,达西·麦克尼克尔,D'Arcy McNickle,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Thousand Crimes of Ming Tsu.md,WL-WORK-2414,The Thousand Crimes of Ming Tsu,,汤姆·林,Tom Lin,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Time It Never Rained.md,WL-WORK-2415,The Time It Never Rained,,埃尔默·凯尔顿,Kelton,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Underdogs ／ Los de abajo.md,WL-WORK-2416,The Underdogs / Los de abajo,,马里亚诺·阿苏埃拉,Mariano Azuela,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Untamed.md,WL-WORK-2417,The Untamed,,马克斯·布兰德,Max Brand,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Valleys of the Assassins.md,WL-WORK-1382,The Valleys of the Assassins,,弗雷娅·斯塔克,Freya Stark,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
The Wedding Date.md,WL-WORK-1995,The Wedding Date,,贾丝明·吉洛里,Jasmine Guillory,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
These Thousand Hills.md,WL-WORK-2421,These Thousand Hills,,A.B.格思里,A.B. Guthrie Jr.,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Things Have Gotten Worse Since We Last Spoke.md,WL-WORK-0549,Things Have Gotten Worse Since We Last Spoke,,埃里克·拉罗卡,Eric LaRocca,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
This One Summer.md,WL-WORK-0954,This One Summer,,玉木真理子 / 吉莉安·玉木,Mariko & Jillian Tamaki,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Tlingit Myths and Texts.md,WL-WORK-1383,Tlingit Myths and Texts,,约翰·R.斯旺顿,John R. Swanton,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Torto Arado.md,WL-WORK-1544,Torto Arado,,伊塔马尔·维埃拉·儒尼奥尔,乡村,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Tracks.md,WL-WORK-1384,Tracks,,罗宾·戴维森,Robyn Davidson,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Travels in West Africa.md,WL-WORK-1385,Travels in West Africa,,玛丽·金斯利,Mary Kingsley,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Tristan.md,WL-WORK-2423,Tristan,,贝鲁尔,Béroul,,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Unbeaten Tracks in Japan.md,WL-WORK-1388,Unbeaten Tracks in Japan,,伊莎贝拉·伯德,Bird,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Uncanny Stories.md,WL-WORK-0551,Uncanny Stories,,梅·辛克莱,May Sinclair,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Under the Feet of Jesus.md,WL-WORK-2426,Under the Feet of Jesus,,海伦娜·玛丽亚·比拉蒙特斯,Helena María Viramontes,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Under the Red Robe.md,WL-WORK-2427,Under the Red Robe,,斯坦利·韦曼,Stanley Weyman,,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Undertones of War.md,WL-WORK-1997,Undertones of War,,埃德蒙·布伦登,Edmund Blunden,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Uninhabited House.md,WL-WORK-0552,Uninhabited House,,夏洛特·里德尔,Charlotte Riddell,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Unsouled.md,WL-WORK-0553,Unsouled,,威尔·怀特,Will Wight,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Video Night in Kathmandu.md,WL-WORK-1389,Video Night in Kathmandu,,皮科·艾尔,Pico Iyer,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Vox.md,WL-WORK-0955,Vox,,克里斯蒂娜·达尔彻,Christina Dalcher,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
War Trash.md,WL-WORK-1999,War Trash,,哈金,Ha Jin,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
Warlock.md,WL-WORK-2428,Warlock,,奥克利·霍尔,Oakley Hall,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
West with the Night.md,WL-WORK-0554,West with the Night,,贝丽尔·马卡姆,Beryl Markham,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
